,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language,time_delta_s
14339,Melrose,26.0,3.4546114545349214e-06,2.1666666666666665,265 days 19:23:32.345000,python,265.8080132523148
14340,Melson,21.0,2.7902630978935906e-06,1.75,0 days 02:34:22.398000,python,0.10720368055555556
14341,Melvin,24.0,3.188872111878389e-06,2.0,151 days 08:54:46.677000,python,151.3713735763889
14342,Melvyn,124.0,1.6475839244705012e-05,10.333333333333334,53 days 15:14:04.749000,python,53.6347771875
14343,Melyna,488.0,6.484039960819392e-05,40.666666666666664,164 days 16:28:44.250000,python,164.6866232638889
14344,Melyssa,383.0,5.088908411872596e-05,31.916666666666668,109 days 14:07:40.627000,python,109.58866466435185
14345,Memori,14.0,1.860175398595727e-06,1.1666666666666667,2 days 10:54:10.006000,python,2.454282476851852
14346,Memory,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:36.275000,python,0.003892071759259259
14347,Memphys,64.0,8.503658965009038e-06,5.333333333333333,0 days 22:52:30.865000,python,0.9531350115740741
14348,Mena,133.0,1.7671666286659408e-05,11.083333333333334,11 days 21:40:59.237000,python,11.903463391203704
14349,Menaal,17.0,2.2587844125805255e-06,1.4166666666666667,1 days 02:25:43.006000,python,1.101192199074074
14352,Mendy,5.0,6.643483566413311e-07,0.4166666666666667,2 days 04:02:05.401000,python,2.1681180671296296
14353,Menelik,6.0,7.972180279695973e-07,0.5,12 days 23:01:17.888000,python,12.959234814814815
14354,Meng,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:42.086000,python,0.0004871064814814815
14355,Menno,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:10:57.528000,python,0.0076102777777777774
14356,Menorah,3.0,3.9860901398479863e-07,0.25,0 days 00:01:06.806000,python,0.0007732175925925926
14357,Menucha,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:48.732000,python,0.0005640277777777778
14359,Meral,3.0,3.9860901398479863e-07,0.25,0 days 00:01:30.549000,python,0.0010480208333333333
14360,Meraly,96.0,1.2755488447513556e-05,8.0,54 days 13:20:57.183000,python,54.556217395833336
14361,Merary,4.0,5.314786853130648e-07,0.3333333333333333,31 days 06:23:58.601000,python,31.266650474537037
14363,Mercee,18.0,2.3916540839087917e-06,1.5,9 days 22:17:41.912000,python,9.928957314814815
14365,Mercer,98.0,1.302122779017009e-05,8.166666666666666,78 days 20:03:48.960000,python,78.83598333333333
14367,Mercury,143.0,1.900036299994207e-05,11.916666666666666,14 days 06:13:32.249000,python,14.259401030092592
14369,Meredith,6.0,7.972180279695973e-07,0.5,0 days 00:12:16.687000,python,0.008526469907407408
14370,Meriah,24.0,3.188872111878389e-06,2.0,215 days 19:50:29.646000,python,215.8267320138889
14371,Meriam,174.0,2.311932281111832e-05,14.5,1 days 06:06:50.150000,python,1.2547471064814815
14372,Merica,5.0,6.643483566413311e-07,0.4166666666666667,136 days 16:52:35.122000,python,136.70318428240742
14373,Merick,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:02:18.643000,python,0.001604664351851852
14375,Merit,8.0,1.0629573706261297e-06,0.6666666666666666,164 days 21:17:18.038000,python,164.8870143287037
14376,Merlin,7.0,9.300876992978635e-07,0.5833333333333334,17 days 03:06:44.256000,python,17.12967888888889
14377,Merlyn,19.0,2.5245237552370583e-06,1.5833333333333333,55 days 19:32:48.693000,python,55.814452465277775
14378,Merna,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:25:52.575000,python,0.017969618055555556
14379,Merouane,118.0,1.5678621216735413e-05,9.833333333333334,18 days 06:34:29.371000,python,18.27395105324074
14380,Merrick,102.0,1.3552706475483154e-05,8.5,1 days 03:44:27.221000,python,1.155870613425926
14381,Merrill,18.0,2.3916540839087917e-06,1.5,1 days 15:36:15.775000,python,1.6501825810185184
14382,Merrin,8.0,1.0629573706261297e-06,0.6666666666666666,7 days 17:10:07.617000,python,7.7153659375
14383,Merrit,3.0,3.9860901398479863e-07,0.25,0 days 00:01:04.271000,python,0.0007438773148148148
14384,Merryn,3.0,3.9860901398479863e-07,0.25,0 days 00:24:33.498000,python,0.017054375
14385,Mert,14.0,1.860175398595727e-06,1.1666666666666667,77 days 01:20:02,python,77.0555787037037
14386,Mervin,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:06:02.480000,python,0.00419537037037037
14387,Mery,169.0,2.245497445447699e-05,14.083333333333334,276 days 08:04:33.115000,python,276.3364943865741
14388,Meryl,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:35.544000,python,0.0011058333333333332
14389,Merzouk,112.0,1.4881403188765817e-05,9.333333333333334,73 days 23:51:58.980000,python,73.9944326388889
14390,Meshach,18.0,2.3916540839087917e-06,1.5,12 days 19:07:04.808000,python,12.796583425925926
14391,Meshilem,5.0,6.643483566413311e-07,0.4166666666666667,15 days 03:49:02.374000,python,15.15905525462963
14392,Mesiah,6.0,7.972180279695973e-07,0.5,1 days 14:00:20.608000,python,1.5835718518518518
14393,Messiah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 11:18:37.823000,python,0.47127109953703705
14394,Mesyah,48.0,6.377744223756778e-06,4.0,112 days 21:39:10.650000,python,112.90220659722222
14395,Mete,14.0,1.860175398595727e-06,1.1666666666666667,7 days 23:54:10.227000,python,7.995951701388889
14396,Metehan,6.0,7.972180279695973e-07,0.5,0 days 00:02:33.223000,python,0.0017734143518518518
14397,Metin,6.0,7.972180279695973e-07,0.5,126 days 04:57:00.481000,python,126.20625556712963
14398,Metodi,128.0,1.7007317930018075e-05,10.666666666666666,11 days 01:43:46.829000,python,11.072069780092592
14400,Metzi,11.0,1.4615663846109284e-06,0.9166666666666666,35 days 15:20:10.093000,python,35.639005706018516
14402,Meva,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:03:54.867000,python,0.0027183680555555555
14405,Meylin,6.0,7.972180279695973e-07,0.5,0 days 00:08:13.373000,python,0.005710335648148148
14406,Meziah,6.0,7.972180279695973e-07,0.5,0 days 13:33:01.130000,python,0.564596412037037
14407,Mezian,23.0,3.056002440550123e-06,1.9166666666666667,134 days 21:29:10.536000,python,134.89526083333334
14408,Meziane,5.0,6.643483566413311e-07,0.4166666666666667,228 days 01:53:51.236000,python,228.07906523148148
14409,Mezziah,37.0,4.91617783914585e-06,3.0833333333333335,263 days 21:47:46.492000,python,263.90817699074074
14410,Mfedal,28.0,3.720350797191454e-06,2.3333333333333335,16 days 22:18:56.646000,python,16.929822291666667
14411,Mfeddal,10.0,1.3286967132826622e-06,0.8333333333333334,1 days 19:48:10.980000,python,1.8251270833333333
14414,Mhammed,2.0,2.657393426565324e-07,0.16666666666666666,83 days 06:14:37.330000,python,83.26015428240741
14415,Mhand,20.0,2.6573934265653244e-06,1.6666666666666667,0 days 00:07:46.372000,python,0.005397824074074074
14416,Mher,3.0,3.9860901398479863e-07,0.25,0 days 00:01:44.538000,python,0.0012099305555555555
14417,Mia,6.0,7.972180279695973e-07,0.5,7 days 14:18:09.277000,python,7.595940706018519
14418,Miaa,44.0,5.8462655384437135e-06,3.6666666666666665,89 days 13:21:09.377000,python,89.5563585300926
14419,Miabelle,20.0,2.6573934265653244e-06,1.6666666666666667,4 days 21:20:23.954000,python,4.889166134259259
14420,Miamor,2.0,2.657393426565324e-07,0.16666666666666666,60 days 06:07:04.100000,python,60.25490856481481
14421,Miamour,81.0,1.0762443377589563e-05,6.75,226 days 07:04:35.701000,python,226.29485765046297
14422,Mian,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 00:16:59.603000,python,0.011800960648148149
14423,Miana,6.0,7.972180279695973e-07,0.5,0 days 00:10:53.999000,python,0.0075694328703703705
14424,Miangel,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:46:34.256000,python,0.032340925925925926
14425,Mianna,450.0,5.97913520977198e-05,37.5,275 days 06:38:27.350000,python,275.2767054398148
14426,Miarose,56.0,7.440701594382908e-06,4.666666666666667,3 days 00:35:50.286000,python,3.0248875694444446
14427,Miasia,16.0,2.1259147412522594e-06,1.3333333333333333,1 days 21:04:34.678000,python,1.8781791435185184
14430,Micaella,3.0,3.9860901398479863e-07,0.25,0 days 00:04:24.244000,python,0.0030583796296296296
14431,Micah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:59:02.314000,python,0.04099900462962963
14432,Micaiah,24.0,3.188872111878389e-06,2.0,0 days 00:38:58.156000,python,0.02706199074074074
14433,Mical,15.0,1.9930450699239932e-06,1.25,0 days 00:14:30.927000,python,0.010080173611111111
14434,Micco,7.0,9.300876992978635e-07,0.5833333333333334,21 days 05:54:05.444000,python,21.24589634259259
14436,Michaella,82.0,1.089531304891783e-05,6.833333333333333,271 days 21:52:13.194000,python,271.91126381944446
14437,Michah,4.0,5.314786853130648e-07,0.3333333333333333,11 days 01:56:39.560000,python,11.081013425925926
14438,Michaiah,50.0,6.6434835664133105e-06,4.166666666666667,7 days 23:39:51.049000,python,7.9860075115740745
14439,Michal,28.0,3.720350797191454e-06,2.3333333333333335,32 days 03:48:10.499000,python,32.15845484953704
14440,Michale,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:19:07.024000,python,0.01327574074074074
14441,Michayla,7.0,9.300876992978635e-07,0.5833333333333334,0 days 22:18:02.654000,python,0.9291973842592592
14442,Micheal,12.0,1.5944360559391945e-06,1.0,86 days 23:36:56.153000,python,86.98398325231481
14443,Micheala,16.0,2.1259147412522594e-06,1.3333333333333333,0 days 01:16:01.890000,python,0.052799652777777775
14444,Michel,11.0,1.4615663846109284e-06,0.9166666666666666,0 days 02:03:55.160000,python,0.08605509259259259
14445,Michela,207.0,2.7504021964951108e-05,17.25,28 days 03:15:20.998000,python,28.135659699074075
14446,Michelina,3.0,3.9860901398479863e-07,0.25,0 days 00:00:27.221000,python,0.0003150578703703704
14449,Michiel,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:05.754000,python,6.659722222222222e-05
14450,Michoel,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:01:41.244000,python,0.0011718055555555555
14451,Miciah,63.0,8.370789293680771e-06,5.25,30 days 06:14:44.630000,python,30.26023877314815
14452,Mick,62.0,8.237919622352506e-06,5.166666666666667,254 days 14:20:50.400000,python,254.59780555555557
14453,Mickael,3.0,3.9860901398479863e-07,0.25,34 days 20:14:42.397000,python,34.843546261574076
14454,Mickel,25.0,3.3217417832066552e-06,2.0833333333333335,0 days 11:15:44.655000,python,0.46926684027777776
14456,Mickie,4.0,5.314786853130648e-07,0.3333333333333333,113 days 16:06:32.422000,python,113.67120858796297
14457,Micky,6.0,7.972180279695973e-07,0.5,0 days 00:15:53.370000,python,0.011034375
14458,Midas,21.0,2.7902630978935906e-06,1.75,0 days 03:51:08.978000,python,0.1605205787037037
14459,Mieczyslaw,30.0,3.9860901398479865e-06,2.5,117 days 07:18:26.231000,python,117.30447026620371
14460,Miel,30.0,3.9860901398479865e-06,2.5,207 days 23:00:46.490000,python,207.95887141203704
14461,Mielle,47.0,6.244874552428512e-06,3.9166666666666665,13 days 03:26:05.614000,python,13.143120532407407
14462,Migdalia,52.0,6.909222909069843e-06,4.333333333333333,28 days 12:50:03.466000,python,28.534762337962963
14464,Mighty,12.0,1.5944360559391945e-06,1.0,0 days 00:23:33.654000,python,0.01636173611111111
14465,Miguel,6.0,7.972180279695973e-07,0.5,225 days 05:34:09.439000,python,225.23205369212963
14466,Miguelangel,104.0,1.3818445818139686e-05,8.666666666666666,30 days 05:10:13.804000,python,30.215437546296297
14467,Mihaan,4.0,5.314786853130648e-07,0.3333333333333333,25 days 00:48:27.998000,python,25.03365738425926
14468,Mihael,7.0,9.300876992978635e-07,0.5833333333333334,233 days 16:40:51.851000,python,233.69504457175927
14469,Mihaela,62.0,8.237919622352506e-06,5.166666666666667,27 days 22:53:13.224000,python,27.95362527777778
14470,Mihai,3.0,3.9860901398479863e-07,0.25,0 days 00:01:17.260000,python,0.000894212962962963
14471,Mihail,40.0,5.314786853130649e-06,3.3333333333333335,126 days 12:03:05.713000,python,126.50214945601851
14472,Mihaila,15.0,1.9930450699239932e-06,1.25,0 days 00:09:13.508000,python,0.006406342592592593
14474,Mihalache,11.0,1.4615663846109284e-06,0.9166666666666666,0 days 08:49:08.689000,python,0.3674616782407407
14475,Mihaly,37.0,4.91617783914585e-06,3.0833333333333335,0 days 04:17:28.873000,python,0.17880640046296295
14477,Miheeka,3.0,3.9860901398479863e-07,0.25,0 days 00:13:10.265000,python,0.009146585648148148
14478,Mihika,47.0,6.244874552428512e-06,3.9166666666666665,0 days 03:21:22.591000,python,0.13984480324074075
14480,Mihira,6.0,7.972180279695973e-07,0.5,21 days 09:09:15.378000,python,21.38142798611111
14481,Mihit,25.0,3.3217417832066552e-06,2.0833333333333335,132 days 16:08:06.004000,python,132.67229171296296
14482,Miia,3.0,3.9860901398479863e-07,0.25,0 days 05:58:55.783000,python,0.2492567476851852
14483,Miila,13.0,1.7273057272674607e-06,1.0833333333333333,16 days 06:00:13.133000,python,16.250152002314813
14484,Mijael,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:16:18.421000,python,0.01132431712962963
14485,Mika,58.0,7.70644093703944e-06,4.833333333333333,82 days 07:57:29.253000,python,82.3315885763889
14486,Mikaeel,18.0,2.3916540839087917e-06,1.5,14 days 12:33:59.601000,python,14.523606493055556
14487,Mikael,13.0,1.7273057272674607e-06,1.0833333333333333,2 days 03:58:48.390000,python,2.1658378472222224
14488,Mikaela,44.0,5.8462655384437135e-06,3.6666666666666665,31 days 09:11:47.374000,python,31.383187199074076
14489,Mikaelah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:06.736000,python,7.796296296296296e-05
14490,Mikai,4.0,5.314786853130648e-07,0.3333333333333333,239 days 16:09:47.332000,python,239.67346449074074
14491,Mikaiah,3.0,3.9860901398479863e-07,0.25,0 days 00:04:30.612000,python,0.0031320833333333335
14492,Mikaila,22.0,2.9231327692218568e-06,1.8333333333333333,191 days 22:05:25.089000,python,191.92042927083332
14493,Mikale,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:07:01.653000,python,0.004880243055555555
14494,Mikaya,122.0,1.621009990204848e-05,10.166666666666666,170 days 04:11:05.401000,python,170.17436806712962
14495,Mikayel,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:02.941000,python,0.0007284837962962963
14496,Mikayla,48.0,6.377744223756778e-06,4.0,264 days 13:40:42.816000,python,264.56994
14497,Mike,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:14:25.620000,python,0.01001875
14498,Mikeal,19.0,2.5245237552370583e-06,1.5833333333333333,205 days 08:32:04.292000,python,205.3556052314815
14499,Mikel,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:02:03.513000,python,0.001429548611111111
14500,Mikeldi,3.0,3.9860901398479863e-07,0.25,27 days 22:41:32.125000,python,27.945510706018517
14501,Mikele,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:00:33.432000,python,0.0003869444444444444
14502,Mikella,3.0,3.9860901398479863e-07,0.25,0 days 00:00:12.611000,python,0.00014596064814814815
14503,Miken,2.0,2.657393426565324e-07,0.16666666666666666,0 days 01:39:00.873000,python,0.06876010416666667
14505,Mikenzi,18.0,2.3916540839087917e-06,1.5,27 days 22:39:46.218000,python,27.944284930555554
14506,Mikenzie,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:28:21.710000,python,0.01969571759259259
14508,Mikhaela,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:00:42.980000,python,0.0004974537037037037
14510,Mikhaila,30.0,3.9860901398479865e-06,2.5,12 days 01:51:43.319000,python,12.077584710648148
14512,Mikhi,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 01:20:30.832000,python,0.05591240740740741
14513,Miki,38.0,5.0490475104741166e-06,3.1666666666666665,85 days 16:07:19.704000,python,85.67175583333334
14514,Mikiah,11.0,1.4615663846109284e-06,0.9166666666666666,240 days 01:35:57.404000,python,240.06663662037036
14515,Mikka,16.0,2.1259147412522594e-06,1.3333333333333333,119 days 02:25:09.391000,python,119.10080313657407
14517,Mikko,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:04:29.676000,python,0.00312125
14518,Mikya,112.0,1.4881403188765817e-05,9.333333333333334,89 days 15:36:51.224000,python,89.65059287037037
14519,Mikyla,15.0,1.9930450699239932e-06,1.25,10 days 02:12:32.090000,python,10.092038078703704
14520,Mikyng,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:06:27.392000,python,0.004483703703703703
14521,Mila,3.0,3.9860901398479863e-07,0.25,0 days 00:19:14.487000,python,0.013362118055555556
14522,Milad,21.0,2.7902630978935906e-06,1.75,36 days 07:12:34.325000,python,36.30039728009259
14523,Milah,2.0,2.657393426565324e-07,0.16666666666666666,70 days 08:25:29.371000,python,70.35103438657407
14524,Milam,3.0,3.9860901398479863e-07,0.25,276 days 17:01:48.043000,python,276.7095838310185
14525,Milan,18.0,2.3916540839087917e-06,1.5,82 days 18:15:43.466000,python,82.76091974537037
14526,Milana,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:03.571000,python,4.133101851851852e-05
14527,Milanie,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 00:07:12.438000,python,0.005005069444444445
14528,Milanna,16.0,2.1259147412522594e-06,1.3333333333333333,85 days 23:23:42.932000,python,85.9748024537037
14530,Milarae,16.0,2.1259147412522594e-06,1.3333333333333333,18 days 19:38:24.296000,python,18.81833675925926
14531,Milarose,8.0,1.0629573706261297e-06,0.6666666666666666,99 days 21:43:02.524000,python,99.90489032407407
14533,Milayna,8.0,1.0629573706261297e-06,0.6666666666666666,0 days 00:34:37.554000,python,0.024045763888888887
14534,Milaysia,3.0,3.9860901398479863e-07,0.25,0 days 00:05:27.947000,python,0.0037956828703703703
14536,Milcho,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:01:30.707000,python,0.001049849537037037
14538,Milee,212.0,2.8168370321592437e-05,17.666666666666668,118 days 18:56:54.980000,python,118.78952523148148
14539,Milen,52.0,6.909222909069843e-06,4.333333333333333,98 days 07:56:03.179000,python,98.33059234953704
14542,Milenna,37.0,4.91617783914585e-06,3.0833333333333335,74 days 13:07:20.051000,python,74.54675984953704
14543,Miles,13.0,1.7273057272674607e-06,1.0833333333333333,79 days 16:35:58.712000,python,79.69165175925926
14544,Miley,2.0,2.657393426565324e-07,0.16666666666666666,119 days 19:16:49.169000,python,119.80334686342593
14546,Milez,61.0,8.10504995102424e-06,5.083333333333333,92 days 06:28:59.988000,python,92.27013875
14547,Milia,2.0,2.657393426565324e-07,0.16666666666666666,22 days 16:15:00.316000,python,22.67708699074074
14548,Miliah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:03:25.118000,python,0.0023740509259259257
14549,Milian,3.0,3.9860901398479863e-07,0.25,0 days 00:02:12.944000,python,0.0015387037037037038
14550,Miliana,11.0,1.4615663846109284e-06,0.9166666666666666,0 days 00:01:52.989000,python,0.0013077430555555555
14551,Miliano,7.0,9.300876992978635e-07,0.5833333333333334,0 days 00:06:22.257000,python,0.004424270833333333
14552,Milica,32.0,4.251829482504519e-06,2.6666666666666665,165 days 14:59:24.046000,python,165.62458386574073
14554,Milio,4.0,5.314786853130648e-07,0.3333333333333333,0 days 00:02:48.267000,python,0.0019475347222222222
14555,Milira,15.0,1.9930450699239932e-06,1.25,64 days 23:51:46.563000,python,64.99428892361111
14556,Miliyah,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:01.619000,python,0.0007131828703703704
14558,Milko,9.0,1.1958270419543959e-06,0.75,4 days 04:35:13.107000,python,4.191123923611111
14559,Millan,14.0,1.860175398595727e-06,1.1666666666666667,4 days 07:34:33.846000,python,4.3156695138888885
14560,Millani,69.0,9.168007321650369e-06,5.75,29 days 21:40:05.173000,python,29.902837650462963
14561,Millard,5.0,6.643483566413311e-07,0.4166666666666667,116 days 00:25:15.110000,python,116.01753599537037
14562,Milli,53.0,7.042092580398109e-06,4.416666666666667,20 days 01:31:43.056000,python,20.063692777777778
14565,Millie,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:01:18.248000,python,0.0009056481481481482
14566,Million,2.0,2.657393426565324e-07,0.16666666666666666,48 days 22:43:21.499000,python,48.9467766087963
14568,Milo,12.0,1.5944360559391945e-06,1.0,221 days 02:18:49.230000,python,221.096403125
14569,Miloni,54.0,7.174962251726376e-06,4.5,25 days 03:02:11.203000,python,25.12651855324074
14570,Milos,16.0,2.1259147412522594e-06,1.3333333333333333,41 days 08:17:20.004000,python,41.34537041666667
14571,Miloud,306.0,4.065811942644946e-05,25.5,23 days 17:09:28.945000,python,23.714918344907407
14572,Miloudi,68.0,9.035137650322102e-06,5.666666666666667,2 days 16:38:34.548000,python,2.6934554166666667
14573,Milud,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:05:42.195000,python,0.003960590277777778
14574,Mily,212.0,2.8168370321592437e-05,17.666666666666668,38 days 20:57:09.393000,python,38.873025381944444
14575,Milyana,51.0,6.776353237741577e-06,4.25,3 days 17:41:25.387000,python,3.7370993865740743
14578,Mimoune,95.0,1.262261877618529e-05,7.916666666666667,107 days 03:39:41.469000,python,107.15256329861111
14579,Minah,3.0,3.9860901398479863e-07,0.25,0 days 00:12:03.881000,python,0.008378252314814814
14580,Mincho,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:06.610000,python,7.650462962962963e-05
14581,Mindaugas,11.0,1.4615663846109284e-06,0.9166666666666666,259 days 13:25:23.557000,python,259.55930042824076
14582,Mindel,80.0,1.0629573706261298e-05,6.666666666666667,34 days 02:29:04.348000,python,34.1035225462963
14584,Ming,937.0,0.00012449888203458544,78.08333333333333,28 days 17:48:52.470000,python,28.74227395833333
14585,Minghao,40.0,5.314786853130649e-06,3.3333333333333335,5 days 00:59:43.735000,python,5.041478414351852
14586,Minghua,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:27.849000,python,0.00032232638888888887
14587,Minghui,64.0,8.503658965009038e-06,5.333333333333333,25 days 14:43:19.966000,python,25.61342553240741
14588,Mingjie,71.0,9.433746664306902e-06,5.916666666666667,26 days 18:49:17.340000,python,26.78422847222222
14592,Minha,19.0,2.5245237552370583e-06,1.5833333333333333,0 days 00:19:27.752000,python,0.013515648148148148
14594,Minkah,23.0,3.056002440550123e-06,1.9166666666666667,22 days 01:01:31.785000,python,22.042728993055555
14597,Minori,7.0,9.300876992978635e-07,0.5833333333333334,77 days 20:58:49.209000,python,77.87418065972223
14598,Minsa,5.0,6.643483566413311e-07,0.4166666666666667,0 days 00:01:35.843000,python,0.0011092939814814815
14600,Miodrag,55.0,7.307831923054642e-06,4.583333333333333,155 days 11:56:43.340000,python,155.4977238425926
14601,Mionna,6.0,7.972180279695973e-07,0.5,33 days 19:49:55.037000,python,33.82633144675926
14602,Miori,35.0,4.650438496489318e-06,2.9166666666666665,123 days 11:28:46.967000,python,123.47832137731481
14603,Miquel,37.0,4.91617783914585e-06,3.0833333333333335,6 days 21:50:04.565000,python,6.9097750578703705
14604,Mir,15.0,1.9930450699239932e-06,1.25,39 days 04:54:48.802000,python,39.20473150462963
14605,Mira,79.0,1.0496704034933031e-05,6.583333333333333,156 days 15:45:56.051000,python,156.65689873842592
14607,Mirabel,17.0,2.2587844125805255e-06,1.4166666666666667,63 days 04:31:02.199000,python,63.188219895833335
14608,Mirabella,9.0,1.1958270419543959e-06,0.75,198 days 12:54:41.779000,python,198.53798355324074
14609,Miracle,7.0,9.300876992978635e-07,0.5833333333333334,275 days 16:34:28.448000,python,275.690607037037
14611,Mirah,36.0,4.783308167817583e-06,3.0,93 days 21:34:47.984000,python,93.89916648148149
14612,Mirai,6.0,7.972180279695973e-07,0.5,56 days 17:47:48.638000,python,56.74153516203704
14613,Mirajane,12.0,1.5944360559391945e-06,1.0,0 days 00:11:27.055000,python,0.007952025462962963
14614,Mirakel,73.0,9.699486006963433e-06,6.083333333333333,118 days 21:42:13.659000,python,118.90432475694445
14615,Miran,4.0,5.314786853130648e-07,0.3333333333333333,13 days 19:21:30.743000,python,13.806605821759259
14616,Mirana,15.0,1.9930450699239932e-06,1.25,1 days 23:38:09.413000,python,1.9848311689814815
14617,Miranda,34.0,4.517568825161051e-06,2.8333333333333335,107 days 09:33:48.338000,python,107.39847613425925
14618,Miransh,3.0,3.9860901398479863e-07,0.25,0 days 00:00:21.131000,python,0.00024457175925925926
14619,Mircea,10.0,1.3286967132826622e-06,0.8333333333333334,92 days 02:43:23.896000,python,92.11347101851852
14622,Mirela,11.0,1.4615663846109284e-06,0.9166666666666666,3 days 09:46:18.818000,python,3.4071622453703703
14623,Mirelle,31.0,4.118959811176253e-06,2.5833333333333335,80 days 20:31:38.022000,python,80.85530118055556
14624,Mirely,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:44.402000,python,0.000513912037037037
14625,Mireyah,7.0,9.300876992978635e-07,0.5833333333333334,69 days 04:44:25.966000,python,69.19752275462963
14626,Mirha,11.0,1.4615663846109284e-06,0.9166666666666666,202 days 00:26:31.721000,python,202.01842269675925
14627,Miri,37.0,4.91617783914585e-06,3.0833333333333335,262 days 23:11:16.867000,python,262.96616744212963
14629,Mirna,10.0,1.3286967132826622e-06,0.8333333333333334,16 days 09:24:49.439000,python,16.392238877314814
14631,Miron,7.0,9.300876992978635e-07,0.5833333333333334,29 days 02:26:33.264000,python,29.10177388888889
14632,Miroslava,4.0,5.314786853130648e-07,0.3333333333333333,109 days 19:07:19.501000,python,109.7967534837963
14633,Mirra,8.0,1.0629573706261297e-06,0.6666666666666666,50 days 00:19:22.595000,python,50.01345596064815
14634,Mirrah,37.0,4.91617783914585e-06,3.0833333333333335,153 days 08:06:47.831000,python,153.33805359953703
14635,Mirren,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:55.064000,python,0.0006373148148148148
14636,Mirsad,3.0,3.9860901398479863e-07,0.25,0 days 00:01:30.036000,python,0.0010420833333333332
14637,Miryam,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:02:52.916000,python,0.0020013425925925928
14639,Misa,2.0,2.657393426565324e-07,0.16666666666666666,0 days 00:00:52.731000,python,0.0006103125
14640,Misael,8.0,1.0629573706261297e-06,0.6666666666666666,102 days 15:01:11.865000,python,102.62583177083333
14642,Mishael,13.0,1.7273057272674607e-06,1.0833333333333333,21 days 19:01:00.853000,python,21.792370983796296
14644,Misheel,5.0,6.643483566413311e-07,0.4166666666666667,65 days 04:47:06.606000,python,65.1993820138889
14645,Mishel,13.0,1.7273057272674607e-06,1.0833333333333333,0 days 00:22:17.995000,python,0.015486053240740741
14646,Mishika,3.0,3.9860901398479863e-07,0.25,0 days 00:01:31.827000,python,0.0010628125
14647,Mishri,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 01:05:19.187000,python,0.045360960648148145
14648,Mishti,38.0,5.0490475104741166e-06,3.1666666666666665,267 days 18:33:04.212000,python,267.7729654166667
14649,Misk,20.0,2.6573934265653244e-06,1.6666666666666667,276 days 10:24:16.546000,python,276.433524837963
14650,Miski,55.0,7.307831923054642e-06,4.583333333333333,131 days 17:55:10.813000,python,131.74665292824074
14651,Mister,3.0,3.9860901398479863e-07,0.25,0 days 14:15:21.976000,python,0.5940043518518519
14652,Misu,10.0,1.3286967132826622e-06,0.8333333333333334,0 days 00:04:08.246000,python,0.0028732175925925926
14654,Mitchel,31.0,4.118959811176253e-06,2.5833333333333335,0 days 20:52:13.879000,python,0.8696050810185185
14655,Mitchell,252.0,3.3483157174723084e-05,21.0,82 days 09:35:49.365000,python,82.39987690972222
14656,Mithran,266.0,3.5343332573318816e-05,22.166666666666668,26 days 01:32:03.740000,python,26.063932175925927
