,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
10671,Kaeya,18,2.3916540839087917e-06,1.5,0 days 00:29:07.591000,python
10672,Kage,72,9.566616335635167e-06,6.0,212 days 11:37:12.749000,python
10673,Kagen,50,6.6434835664133105e-06,4.166666666666667,4 days 02:47:14.749000,python
10674,Kahari,7,9.300876992978635e-07,0.5833333333333334,1 days 19:29:47.915000,python
10675,Kahealani,32,4.251829482504519e-06,2.6666666666666665,0 days 00:29:19.563000,python
10676,Kahlani,3,3.9860901398479863e-07,0.25,62 days 15:23:31.607000,python
10677,Kahlea,11,1.4615663846109284e-06,0.9166666666666666,99 days 01:42:58.620000,python
10678,Kahleah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10679,Kahleel,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10680,Kahleo,4,5.314786853130648e-07,0.3333333333333333,157 days 22:58:42.734000,python
10681,Kahli,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:24:17.241000,python
10682,Kahlia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10683,Kahliah,6,7.972180279695973e-07,0.5,155 days 10:47:54.416000,python
10684,Kahlil,108,1.4349924503452752e-05,9.0,248 days 16:54:56.588000,python
10685,Kahlo,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:27.221000,python
10686,Kahloni,4,5.314786853130648e-07,0.3333333333333333,0 days 00:04:25.335000,python
10687,Kahmari,468,6.218300618162858e-05,39.0,103 days 21:51:04.340000,python
10688,Kahri,3,3.9860901398479863e-07,0.25,125 days 14:18:53.338000,python
10689,Kahron,19,2.5245237552370583e-06,1.5833333333333333,1 days 18:03:48.274000,python
10690,Kai,47,6.244874552428512e-06,3.9166666666666665,23 days 23:37:46.027000,python
10691,Kaia,19,2.5245237552370583e-06,1.5833333333333333,4 days 08:30:02.821000,python
10692,Kaiah,6,7.972180279695973e-07,0.5,0 days 00:04:45.138000,python
10693,Kaian,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10694,Kaiana,59,7.839310608367706e-06,4.916666666666667,3 days 15:37:58.170000,python
10695,Kaianna,4,5.314786853130648e-07,0.3333333333333333,47 days 09:22:49.884000,python
10696,Kaiba,3,3.9860901398479863e-07,0.25,145 days 17:52:26.635000,python
10697,Kaicen,31,4.118959811176253e-06,2.5833333333333335,1 days 00:10:59.045000,python
10698,Kaiceon,4,5.314786853130648e-07,0.3333333333333333,166 days 03:00:13.837000,python
10699,Kaicey,16,2.1259147412522594e-06,1.3333333333333333,9 days 12:14:47.222000,python
10700,Kaicyn,27,3.587481125863188e-06,2.25,298 days 18:30:21.807000,python
10701,Kaid,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10702,Kaida,9,1.1958270419543959e-06,0.75,0 days 05:12:12.654000,python
10703,Kaidan,14,1.860175398595727e-06,1.1666666666666667,32 days 15:05:59.950000,python
10704,Kaidance,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10705,Kaide,2,2.657393426565324e-07,0.16666666666666666,0 days 00:03:27.993000,python
10706,Kaiden,9,1.1958270419543959e-06,0.75,296 days 01:55:57.065000,python
10707,Kaidin,21,2.7902630978935906e-06,1.75,79 days 10:29:03.006000,python
10708,Kaidyn,75,9.965225349619967e-06,6.25,58 days 16:51:47.533000,python
10709,Kaidynce,13,1.7273057272674607e-06,1.0833333333333333,75 days 13:28:15.837000,python
10710,Kaiel,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10711,Kaiella,87,1.155966140555916e-05,7.25,163 days 16:48:32.863000,python
10712,Kaielle,25,3.3217417832066552e-06,2.0833333333333335,9 days 01:11:50.011000,python
10713,Kaien,13,1.7273057272674607e-06,1.0833333333333333,0 days 01:55:34.783000,python
10714,Kaiet,453,6.0189961111704596e-05,37.75,18 days 08:53:06.364000,python
10715,Kaige,51,6.776353237741577e-06,4.25,40 days 07:29:23.382000,python
10716,Kaihan,5,6.643483566413311e-07,0.4166666666666667,0 days 00:06:36.105000,python
10717,Kaiis,10,1.3286967132826622e-06,0.8333333333333334,343 days 03:25:38.594000,python
10718,Kaikea,2,2.657393426565324e-07,0.16666666666666666,0 days 00:19:43.271000,python
10719,Kaikoa,4,5.314786853130648e-07,0.3333333333333333,0 days 00:07:40.656000,python
10720,Kail,2,2.657393426565324e-07,0.16666666666666666,85 days 07:39:33.690000,python
10721,Kailah,41,5.447656524458915e-06,3.4166666666666665,122 days 10:24:13.514000,python
10722,Kailahni,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:11.985000,python
10723,Kailan,10,1.3286967132826622e-06,0.8333333333333334,0 days 22:26:37.267000,python
10724,Kailana,4,5.314786853130648e-07,0.3333333333333333,31 days 06:24:01.502000,python
10725,Kailanie,132,1.753879661533114e-05,11.0,222 days 12:35:28.730000,python
10726,Kailanni,120,1.5944360559391946e-05,10.0,158 days 02:55:03.118000,python
10727,Kailany,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10728,Kaileah,21,2.7902630978935906e-06,1.75,3 days 09:11:45.277000,python
10729,Kaileena,40,5.314786853130649e-06,3.3333333333333335,4 days 11:45:51.896000,python
10730,Kailei,26,3.4546114545349214e-06,2.1666666666666665,0 days 03:23:14.128000,python
10731,Kaileia,3,3.9860901398479863e-07,0.25,0 days 00:00:39.497000,python
10732,Kailen,5,6.643483566413311e-07,0.4166666666666667,70 days 02:48:14.391000,python
10733,Kailena,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10734,Kaileo,43,5.713395867115447e-06,3.5833333333333335,64 days 23:11:39.590000,python
10735,Kailer,16,2.1259147412522594e-06,1.3333333333333333,0 days 01:48:25.101000,python
10736,Kailia,2,2.657393426565324e-07,0.16666666666666666,0 days 00:03:43.246000,python
10737,Kailin,381,5.062334477606943e-05,31.75,54 days 07:12:42.148000,python
10738,Kailon,2,2.657393426565324e-07,0.16666666666666666,2 days 05:09:08.870000,python
10739,Kailor,9,1.1958270419543959e-06,0.75,0 days 00:05:24.023000,python
10740,Kailum,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10741,Kaily,7,9.300876992978635e-07,0.5833333333333334,0 days 00:06:06.713000,python
10742,Kailyn,16,2.1259147412522594e-06,1.3333333333333333,0 days 00:23:54.018000,python
10743,Kailynn,13,1.7273057272674607e-06,1.0833333333333333,30 days 14:47:22.682000,python
10744,Kaimana,20,2.6573934265653244e-06,1.6666666666666667,0 days 01:42:51.971000,python
10745,Kaimani,24,3.188872111878389e-06,2.0,0 days 00:18:21.483000,python
10746,Kain,2,2.657393426565324e-07,0.16666666666666666,0 days 00:05:36.232000,python
10747,Kainalu,4,5.314786853130648e-07,0.3333333333333333,0 days 00:00:51.704000,python
10748,Kainan,188,2.497949820971405e-05,15.666666666666666,28 days 06:05:57.795000,python
10749,Kainat,232,3.082576374815776e-05,19.333333333333332,29 days 05:35:30.048000,python
10750,Kaine,15,1.9930450699239932e-06,1.25,9 days 12:05:20.923000,python
10751,Kainen,9,1.1958270419543959e-06,0.75,296 days 14:55:49.990000,python
10752,Kainoa,10,1.3286967132826622e-06,0.8333333333333334,0 days 01:22:16.086000,python
10753,Kainoah,30,3.9860901398479865e-06,2.5,2 days 23:30:30.675000,python
10754,Kainon,6,7.972180279695973e-07,0.5,22 days 11:49:36.704000,python
10755,Kainyn,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:31.144000,python
10756,Kaio,601,7.985467246828799e-05,50.083333333333336,64 days 17:38:39.542000,python
10757,Kaion,4,5.314786853130648e-07,0.3333333333333333,6 days 14:28:15.384000,python
10758,Kaior,4,5.314786853130648e-07,0.3333333333333333,0 days 00:02:01.149000,python
10759,Kairan,17,2.2587844125805255e-06,1.4166666666666667,77 days 01:12:59.317000,python
10760,Kairee,6,7.972180279695973e-07,0.5,0 days 00:13:43.992000,python
10761,Kairo,14,1.860175398595727e-06,1.1666666666666667,9 days 02:15:23.716000,python
10762,Kairon,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:37.363000,python
10763,Kairui,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:13:57.458000,python
10764,Kairy,8,1.0629573706261297e-06,0.6666666666666666,139 days 03:23:08.754000,python
10765,Kais,4,5.314786853130648e-07,0.3333333333333333,0 days 00:00:42.725000,python
10766,Kaisa,44,5.8462655384437135e-06,3.6666666666666665,114 days 10:06:34.132000,python
10767,Kaisan,2,2.657393426565324e-07,0.16666666666666666,0 days 00:13:22.711000,python
10768,Kaisen,21,2.7902630978935906e-06,1.75,175 days 01:21:18.777000,python
10769,Kaisey,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10770,Kaisha,18,2.3916540839087917e-06,1.5,8 days 02:13:10.439000,python
10771,Kaishawn,26,3.4546114545349214e-06,2.1666666666666665,138 days 18:03:01.406000,python
10772,Kaislee,54,7.174962251726376e-06,4.5,129 days 23:04:24.533000,python
10773,Kaisleigh,17,2.2587844125805255e-06,1.4166666666666667,0 days 00:13:39.278000,python
10774,Kaislyn,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:53.118000,python
10775,Kaislynn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10776,Kaison,16,2.1259147412522594e-06,1.3333333333333333,2 days 23:51:06.240000,python
10777,Kaisun,11,1.4615663846109284e-06,0.9166666666666666,58 days 23:22:53.723000,python
10778,Kait,24,3.188872111878389e-06,2.0,71 days 17:42:53.371000,python
10779,Kaitlin,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10780,Kaito,135,1.7937405629315938e-05,11.25,84 days 15:57:11.693000,python
10781,Kaiulani,3,3.9860901398479863e-07,0.25,0 days 00:30:22.241000,python
10782,Kaius,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10783,Kaiva,2,2.657393426565324e-07,0.16666666666666666,0 days 00:05:06.352000,python
10784,Kaiven,14,1.860175398595727e-06,1.1666666666666667,12 days 19:09:18.361000,python
10785,Kaivon,116,1.541288187407888e-05,9.666666666666666,151 days 13:52:35.884000,python
10786,Kaiwen,221,2.9364197363546833e-05,18.416666666666668,138 days 22:26:27.783000,python
10787,Kaiyden,32,4.251829482504519e-06,2.6666666666666665,0 days 01:03:22.319000,python
10788,Kaiyen,8,1.0629573706261297e-06,0.6666666666666666,10 days 22:53:53.243000,python
10789,Kaizen,62,8.237919622352506e-06,5.166666666666667,22 days 06:31:25.916000,python
10790,Kaizer,2,2.657393426565324e-07,0.16666666666666666,0 days 00:21:42.068000,python
10791,Kaizleigh,79,1.0496704034933031e-05,6.583333333333333,75 days 09:26:40.767000,python
10792,Kaizley,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10793,Kaizlynn,4,5.314786853130648e-07,0.3333333333333333,250 days 21:15:45.614000,python
10794,Kaizon,104,1.3818445818139686e-05,8.666666666666666,18 days 10:26:30.167000,python
10795,Kaizyn,414,5.5008043929902216e-05,34.5,58 days 03:59:15.170000,python
10796,Kaj,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10797,Kaja,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:09:23.734000,python
10798,Kakhaber,17,2.2587844125805255e-06,1.4166666666666667,7 days 09:49:46.758000,python
10799,Kala,2,2.657393426565324e-07,0.16666666666666666,0 days 00:07:35.314000,python
10800,Kalab,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:19.165000,python
10801,Kaladin,230,3.056002440550123e-05,19.166666666666668,28 days 03:28:04.245000,python
10802,Kalai,18,2.3916540839087917e-06,1.5,143 days 23:24:02.547000,python
10803,Kalaila,4,5.314786853130648e-07,0.3333333333333333,41 days 02:26:28.812000,python
10804,Kalaiyah,58,7.70644093703944e-06,4.833333333333333,215 days 03:32:03.993000,python
10805,Kalan,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:01:04.139000,python
10806,Kalana,2,2.657393426565324e-07,0.16666666666666666,0 days 00:03:37.809000,python
10807,Kalani,5,6.643483566413311e-07,0.4166666666666667,0 days 00:39:11.869000,python
10808,Kalanie,10,1.3286967132826622e-06,0.8333333333333334,2 days 20:45:36.997000,python
10809,Kalanni,3,3.9860901398479863e-07,0.25,0 days 00:30:41.961000,python
10810,Kalaya,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:52.502000,python
10811,Kalayah,34,4.517568825161051e-06,2.8333333333333335,78 days 04:07:39.442000,python
10812,Kalayla,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10813,Kale,3,3.9860901398479863e-07,0.25,126 days 17:57:09.847000,python
10814,Kalea,26,3.4546114545349214e-06,2.1666666666666665,5 days 04:19:44.257000,python
10815,Kaleah,5,6.643483566413311e-07,0.4166666666666667,67 days 08:33:56.083000,python
10816,Kaleb,12,1.5944360559391945e-06,1.0,82 days 19:26:19.750000,python
10817,Kaled,5,6.643483566413311e-07,0.4166666666666667,0 days 00:03:17.424000,python
10818,Kalee,52,6.909222909069843e-06,4.333333333333333,112 days 12:37:07.334000,python
10819,Kaleea,32,4.251829482504519e-06,2.6666666666666665,7 days 05:32:30.506000,python
10820,Kaleeah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.150000,python
10821,Kaleel,5,6.643483566413311e-07,0.4166666666666667,0 days 00:01:51.306000,python
10822,Kaleem,36,4.783308167817583e-06,3.0,22 days 03:17:10.778000,python
10823,Kaleena,8,1.0629573706261297e-06,0.6666666666666666,2 days 13:15:22.093000,python
10824,Kaleeya,2,2.657393426565324e-07,0.16666666666666666,0 days 00:14:43.406000,python
10825,Kaleeyah,2807,0.00037296516741844326,233.91666666666666,29 days 04:13:43.205000,python
10826,Kalei,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10827,Kaleia,81,1.0762443377589563e-05,6.75,3 days 00:51:59.938000,python
10828,Kaleiah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:14.722000,python
10829,Kaleigh,2,2.657393426565324e-07,0.16666666666666666,124 days 23:59:16.308000,python
10830,Kalem,24,3.188872111878389e-06,2.0,0 days 00:28:16.452000,python
10831,Kalen,22,2.9231327692218568e-06,1.8333333333333333,131 days 05:51:10.486000,python
10832,Kalena,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10833,Kalene,22,2.9231327692218568e-06,1.8333333333333333,0 days 20:53:35.268000,python
10834,Kaleo,6,7.972180279695973e-07,0.5,4 days 05:01:20.406000,python
10835,Kalese,7,9.300876992978635e-07,0.5833333333333334,0 days 00:10:34.649000,python
10836,Kaleth,5,6.643483566413311e-07,0.4166666666666667,0 days 00:06:48.097000,python
10837,Kaleya,15,1.9930450699239932e-06,1.25,71 days 17:46:29.093000,python
10838,Kaleyah,5,6.643483566413311e-07,0.4166666666666667,36 days 06:47:30.421000,python
10839,Kalia,24,3.188872111878389e-06,2.0,58 days 06:19:59.352000,python
10840,Kaliah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:00.184000,python
10841,Kaliann,5,6.643483566413311e-07,0.4166666666666667,0 days 00:07:36.047000,python
10842,Kalianna,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:03.882000,python
10843,Kalianne,15,1.9930450699239932e-06,1.25,101 days 03:02:31.355000,python
10844,Kalib,3,3.9860901398479863e-07,0.25,0 days 00:00:56.696000,python
10845,Kaliee,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:40.123000,python
10846,Kalifa,6,7.972180279695973e-07,0.5,0 days 01:52:49.337000,python
10847,Kalijah,69,9.168007321650369e-06,5.75,211 days 22:27:18.847000,python
10848,Kalika,32,4.251829482504519e-06,2.6666666666666665,76 days 09:15:47.674000,python
10849,Kalil,7,9.300876992978635e-07,0.5833333333333334,0 days 00:00:28.727000,python
10850,Kalilah,4,5.314786853130648e-07,0.3333333333333333,0 days 00:00:27.258000,python
10851,Kalilou,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:48.480000,python
10852,Kalilu,6,7.972180279695973e-07,0.5,0 days 00:24:21.583000,python
10853,Kalimarie,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10854,Kalin,8,1.0629573706261297e-06,0.6666666666666666,82 days 11:19:28.755000,python
10855,Kalina,5,6.643483566413311e-07,0.4166666666666667,45 days 13:30:53.081000,python
10856,Kalino,303,4.025951041246466e-05,25.25,24 days 04:52:42.431000,python
10857,Kaliope,37,4.91617783914585e-06,3.0833333333333335,28 days 21:29:38.430000,python
10858,Kalis,3,3.9860901398479863e-07,0.25,0 days 00:00:55.038000,python
10859,Kalisi,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10860,Kalissa,14,1.860175398595727e-06,1.1666666666666667,2 days 05:27:51.931000,python
10861,Kalista,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:13.249000,python
10862,Kaliya,70,9.300876992978635e-06,5.833333333333333,198 days 14:53:32.459000,python
10863,Kaliyah,31,4.118959811176253e-06,2.5833333333333335,16 days 17:41:40.934000,python
10864,Kaliyanei,10,1.3286967132826622e-06,0.8333333333333334,0 days 00:05:34.585000,python
10865,Kaliza,318,4.225255548238866e-05,26.5,205 days 04:03:50.808000,python
10866,Kallahan,63,8.370789293680771e-06,5.25,1 days 19:04:54.213000,python
10867,Kallaway,670,8.902267978993836e-05,55.833333333333336,19 days 17:00:40.739000,python
10868,Kalleigh,2,2.657393426565324e-07,0.16666666666666666,75 days 10:51:14.210000,python
10869,Kalley,14,1.860175398595727e-06,1.1666666666666667,248 days 21:29:12.062000,python
10870,Kalli,94,1.2489749104857025e-05,7.833333333333333,113 days 07:44:45.888000,python
10871,Kallie,10,1.3286967132826622e-06,0.8333333333333334,7 days 07:47:17.834000,python
10872,Kalliope,33,4.384699153832785e-06,2.75,23 days 17:54:50.095000,python
10873,Kallista,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:06:42.882000,python
10874,Kallon,12,1.5944360559391945e-06,1.0,54 days 07:45:52.494000,python
10875,Kallum,1791,0.0002379695813489248,149.25,65 days 19:14:54.656000,python
10876,Kally,10,1.3286967132826622e-06,0.8333333333333334,174 days 05:46:43.388000,python
10877,Kallyn,7,9.300876992978635e-07,0.5833333333333334,0 days 00:13:30.870000,python
10878,Kalman,33,4.384699153832785e-06,2.75,28 days 21:33:16.160000,python
10879,Kalo,2,2.657393426565324e-07,0.16666666666666666,39 days 20:45:21.025000,python
10880,Kalob,9,1.1958270419543959e-06,0.75,0 days 00:28:31.285000,python
10881,Kalon,9,1.1958270419543959e-06,0.75,26 days 13:02:59.840000,python
10882,Kaloni,10,1.3286967132826622e-06,0.8333333333333334,0 days 00:04:48.525000,python
10883,Kalonie,66,8.76939830766557e-06,5.5,56 days 02:10:19.518000,python
10884,Kalu,218,2.8965588349562034e-05,18.166666666666668,11 days 00:29:38.894000,python
10885,Kalvin,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10886,Kaly,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.649000,python
10887,Kalyani,17,2.2587844125805255e-06,1.4166666666666667,144 days 11:59:13.949000,python
10888,Kalyiah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:11.039000,python
10889,Kalyn,100,1.3286967132826621e-05,8.333333333333334,75 days 17:59:44.142000,python
10890,Kalyna,14,1.860175398595727e-06,1.1666666666666667,6 days 22:16:11.792000,python
10891,Kalynn,3,3.9860901398479863e-07,0.25,300 days 11:09:12.219000,python
10892,Kalyssa,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10893,Kalysta,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:29.732000,python
10894,Kamahao,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:15:32.682000,python
10895,Kamai,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10896,Kamaiyah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10897,Kamala,3,3.9860901398479863e-07,0.25,0 days 22:51:23.287000,python
10898,Kamalei,6,7.972180279695973e-07,0.5,8 days 11:27:47.564000,python
10899,Kamaljit,8,1.0629573706261297e-06,0.6666666666666666,114 days 09:02:37.933000,python
10900,Kamar,7,9.300876992978635e-07,0.5833333333333334,0 days 00:04:27.231000,python
10901,Kamara,18,2.3916540839087917e-06,1.5,231 days 14:35:46.871000,python
10902,Kamaree,10,1.3286967132826622e-06,0.8333333333333334,0 days 09:01:25.147000,python
10903,Kamari,5,6.643483566413311e-07,0.4166666666666667,0 days 00:10:58.485000,python
10904,Kamariah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:25.563000,python
10905,Kamarian,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10906,Kamariana,54,7.174962251726376e-06,4.5,55 days 05:39:00.492000,python
10907,Kamarii,18,2.3916540839087917e-06,1.5,11 days 23:49:10.364000,python
10908,Kamarion,5,6.643483566413311e-07,0.4166666666666667,1 days 08:57:04.004000,python
10909,Kamauri,694,9.221155190181676e-05,57.833333333333336,202 days 10:59:03.716000,python
10910,Kamaya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10911,Kamayla,21,2.7902630978935906e-06,1.75,22 days 07:01:37.599000,python
10912,Kamazi,428,5.686821932849794e-05,35.666666666666664,10 days 23:18:03.071000,python
10913,Kamber,9,1.1958270419543959e-06,0.75,0 days 20:11:24.394000,python
10914,Kambri,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10915,Kambria,20,2.6573934265653244e-06,1.6666666666666667,74 days 03:47:37.539000,python
10916,Kambrie,3,3.9860901398479863e-07,0.25,241 days 05:50:22.092000,python
10917,Kambrielle,8,1.0629573706261297e-06,0.6666666666666666,122 days 04:05:47.553000,python
10918,Kambry,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10919,Kambryn,14,1.860175398595727e-06,1.1666666666666667,204 days 13:54:47.561000,python
10920,Kamden,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10921,Kamdon,24,3.188872111878389e-06,2.0,8 days 20:12:37.828000,python
10922,Kamdyn,6,7.972180279695973e-07,0.5,0 days 00:21:24.832000,python
10923,Kamea,4,5.314786853130648e-07,0.3333333333333333,0 days 00:04:57.171000,python
10924,Kameel,277,3.6804898957929745e-05,23.083333333333332,23 days 22:48:07.623000,python
10925,Kamel,3,3.9860901398479863e-07,0.25,0 days 00:01:39.251000,python
10926,Kamela,44,5.8462655384437135e-06,3.6666666666666665,129 days 09:46:43.986000,python
10927,Kamelia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10928,Kamella,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10929,Kamen,42,5.580526195787181e-06,3.5,168 days 06:48:35.335000,python
10930,Kameran,2,2.657393426565324e-07,0.16666666666666666,0 days 23:38:36.584000,python
10931,Kameren,21,2.7902630978935906e-06,1.75,28 days 06:29:51.454000,python
10932,Kamerin,5,6.643483566413311e-07,0.4166666666666667,43 days 15:41:58.208000,python
10933,Kameron,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:05:34.164000,python
10934,Kameryn,2,2.657393426565324e-07,0.16666666666666666,7 days 21:23:10.460000,python
10935,Kami,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10936,Kamia,3,3.9860901398479863e-07,0.25,0 days 00:00:52.140000,python
10937,Kamiah,30,3.9860901398479865e-06,2.5,6 days 01:19:09.530000,python
10938,Kamie,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:09.538000,python
10939,Kamiko,4,5.314786853130648e-07,0.3333333333333333,0 days 00:09:50.853000,python
10940,Kamil,7,9.300876992978635e-07,0.5833333333333334,29 days 05:24:09.980000,python
10941,Kamila,12,1.5944360559391945e-06,1.0,8 days 01:32:41.632000,python
10942,Kamilah,12,1.5944360559391945e-06,1.0,64 days 09:41:46.409000,python
10943,Kamilia,215,2.8566979335577237e-05,17.916666666666668,24 days 20:52:43.052000,python
10944,Kamilla,11,1.4615663846109284e-06,0.9166666666666666,85 days 01:22:20.219000,python
10945,Kamille,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10946,Kamina,9,1.1958270419543959e-06,0.75,91 days 06:14:39.249000,python
10947,Kamir,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10948,Kamira,41,5.447656524458915e-06,3.4166666666666665,8 days 17:42:06.651000,python
10949,Kamiri,23,3.056002440550123e-06,1.9166666666666667,275 days 19:39:50.173000,python
10950,Kamiya,34,4.517568825161051e-06,2.8333333333333335,214 days 09:18:40.381000,python
10951,Kamiyah,4,5.314786853130648e-07,0.3333333333333333,0 days 00:26:41.819000,python
10952,Kamo,12,1.5944360559391945e-06,1.0,5 days 14:20:40.173000,python
10953,Kamon,335,4.451133989496918e-05,27.916666666666668,147 days 07:45:23.850000,python
10954,Kamoni,3,3.9860901398479863e-07,0.25,53 days 22:34:14.707000,python
10955,Kamonie,21,2.7902630978935906e-06,1.75,7 days 22:18:09.379000,python
10956,Kamonii,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10957,Kamora,30,3.9860901398479865e-06,2.5,188 days 19:13:48.606000,python
10958,Kamori,5,6.643483566413311e-07,0.4166666666666667,289 days 06:43:39.894000,python
10959,Kamoria,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:26.114000,python
10960,Kamran,9,1.1958270419543959e-06,0.75,0 days 00:11:59.444000,python
10961,Kamree,10,1.3286967132826622e-06,0.8333333333333334,132 days 16:33:19.914000,python
10962,Kamreigh,14,1.860175398595727e-06,1.1666666666666667,0 days 00:08:26.300000,python
10963,Kamren,73,9.699486006963433e-06,6.083333333333333,32 days 18:05:32.898000,python
10964,Kamri,3,3.9860901398479863e-07,0.25,0 days 00:05:11.383000,python
10965,Kamrie,54,7.174962251726376e-06,4.5,33 days 08:19:18.841000,python
10966,Kamron,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:15.675000,python
10967,Kamrul,23,3.056002440550123e-06,1.9166666666666667,2 days 17:56:28.900000,python
10968,Kamry,24,3.188872111878389e-06,2.0,57 days 11:01:28.361000,python
10969,Kamryn,26,3.4546114545349214e-06,2.1666666666666665,4 days 23:43:15.203000,python
10970,Kamsiyochi,884,0.00011745678945418733,73.66666666666667,29 days 19:57:22.178000,python
10971,Kamsiyochukwu,29,3.85322046851972e-06,2.4166666666666665,0 days 00:14:04.250000,python
10972,Kamuela,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:39.308000,python
10973,Kamya,294,3.906368337051027e-05,24.5,193 days 11:14:59.995000,python
10974,Kamyiah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10975,Kamyra,101,1.3419836804154888e-05,8.416666666666666,31 days 22:49:33.827000,python
10976,Kamyrah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10977,Kamyri,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:09.224000,python
10978,Kamyrn,21,2.7902630978935906e-06,1.75,138 days 03:46:32.898000,python
10979,Kanaan,5,6.643483566413311e-07,0.4166666666666667,96 days 02:00:21.980000,python
10980,Kanai,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10981,Kanak,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
10982,Kanan,2,2.657393426565324e-07,0.16666666666666666,0 days 14:07:29.299000,python
10983,Kanani,15,1.9930450699239932e-06,1.25,150 days 18:52:08.373000,python
10984,Kanav,51,6.776353237741577e-06,4.25,226 days 09:11:05.013000,python
10985,Kanaya,46,6.112004881100246e-06,3.8333333333333335,154 days 09:55:31.657000,python
10986,Kandace,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
